Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
2234,2882,Lorenzo Colombo,73,68,75,51,70,29,72,64,72,77,75,81,75,62,63,54,41,50,59,40,55,70,65,68,69,72,69,18,72,23,30,20,78,64,74,73,ST,3,2,Left,"183cm / 6'0""",74kg / 163lb,,22,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lorenzo-colombo/256899,,,,,
2253,2882,Paweł Dawidowicz,73,50,48,62,63,74,74,36,61,46,38,77,45,38,44,68,44,52,67,70,53,61,62,47,73,66,68,76,69,73,75,72,68,61,80,77,CB,4,2,Right,"189cm / 6'2""",80kg / 176lb,,29,Poland,Serie A Enilive,Hellas Verona,"Aerial, Bruiser",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pawe-dawidowicz/213404,,,,,
2307,2882,Gianluca Gaetano,73,63,70,71,75,51,61,68,59,74,69,74,71,66,65,73,67,65,74,70,74,75,72,80,69,76,75,51,56,45,54,50,63,69,55,64,CAM,3,3,Right,"175cm / 5'9""",70kg / 154lb,CM,24,Italy,Serie A Enilive,Cagliari,"Finesse Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gianluca-gaetano/246877,,,,,
2332,2882,Abdou Harroui,73,69,70,70,74,67,73,72,66,71,66,76,74,55,71,74,66,63,73,68,60,75,70,69,71,76,72,68,57,67,71,66,71,83,70,68,CM,4,3,Right,"182cm / 6'0""",76kg / 168lb,CDM,26,Morocco,Serie A Enilive,Hellas Verona,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdou-harroui/241937,,,,,
2345,2882,Samuel Iling-Junior,73,81,61,69,78,37,55,83,80,60,58,67,64,61,59,60,74,63,74,64,75,80,82,76,62,78,64,32,50,30,41,39,64,70,51,46,LM,4,3,Left,"182cm / 6'0""",75kg / 165lb,LW,20,England,Serie A Enilive,Bologna,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samuel-iling-junior/272379,,,,,
2361,2882,Hassane Kamara,73,82,59,67,73,67,74,85,80,68,57,68,57,47,46,65,71,41,69,68,66,73,82,93,71,67,72,70,50,66,70,71,75,78,71,77,LB,3,3,Left,"168cm / 5'6""",67kg / 148lb,LM,30,Côte d'Ivoire,Serie A Enilive,Udinese,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hassane-kamara/220421,,,,,
2364,2882,Grigoris Kastanos,73,76,70,72,75,55,65,75,76,70,67,74,75,69,69,71,67,70,76,74,72,77,67,77,66,77,70,55,51,48,62,58,68,66,66,59,CAM,4,3,Left,"179cm / 5'10""",71kg / 157lb,"CM, RM",26,Cyprus,Serie A Enilive,Hellas Verona,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/grigoris-kastanos/237335,,,,,
2386,2882,Gianluca Lapadula,73,68,73,61,72,39,71,67,68,79,76,76,60,75,73,63,52,64,68,52,54,70,77,81,74,72,74,29,73,35,39,38,76,66,68,83,ST,4,3,Left,"178cm / 5'10""",71kg / 157lb,,34,Peru,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gianluca-lapadula/211302,,,,,
2391,2882,Valentino Lazaro,73,71,69,73,74,64,65,76,66,75,68,69,70,68,67,72,72,69,75,72,77,73,79,77,75,73,76,67,49,64,65,65,66,67,64,65,LM,3,4,Right,"181cm / 5'11""",76kg / 168lb,"RM, LW",28,Austria,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valentino-lazaro/211147,,,,,
2407,2882,Sandi Lovrič,73,49,64,72,72,68,69,54,44,70,66,64,64,47,48,75,66,65,76,73,68,72,62,66,73,76,70,71,55,68,70,66,62,76,66,70,CDM,3,3,Right,"180cm / 5'11""",75kg / 165lb,CM,26,Slovenia,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sandi-lovric/223866,,,,,
2412,2882,Charalampos Lykogiannis,73,77,70,71,66,69,71,71,82,64,62,84,78,68,58,58,79,81,72,71,82,69,40,47,66,74,64,70,64,68,71,69,79,65,79,56,LB,3,2,Left,"190cm / 6'3""",87kg / 192lb,LM,30,Greece,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/charalampos-lykogiannis/210381,,,,,
2413,2882,Antoine Makoumbou,73,72,59,67,76,68,78,74,70,56,57,71,56,45,52,67,57,48,74,68,64,77,80,73,70,76,75,72,59,65,71,67,75,89,74,73,CDM,3,3,Right,"187cm / 6'2""",80kg / 176lb,CM,26,Congo,Serie A Enilive,Cagliari,"Anticipate, Press Proven",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antoine-makoumbou/270597,,,,,
2426,2882,Luca Mazzitelli,73,40,62,75,71,64,68,44,36,59,54,74,72,65,52,75,70,63,79,79,69,70,58,67,72,76,71,71,55,55,70,68,59,65,67,74,CM,4,3,Right,"187cm / 6'2""",76kg / 168lb,CDM,28,Italy,Serie A Enilive,Como,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-mazzitelli/221331,,,,,
2452,2882,Tete Morente,73,80,70,72,72,44,69,83,77,62,70,74,68,67,65,64,72,69,77,70,75,75,82,55,61,71,61,48,59,51,35,31,77,71,70,60,LM,3,3,Right,"184cm / 6'0""",78kg / 172lb,"RM, LW",27,Spain,Serie A Enilive,Lecce,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tete-morente/239671,,,,,
2468,2882,Cyril Ngonge,73,83,72,67,75,35,64,87,79,71,71,75,75,67,64,58,73,58,72,57,74,77,79,71,68,75,62,40,68,22,35,35,80,64,64,60,RM,3,4,Left,"179cm / 5'10""",67kg / 148lb,"CAM, ST, RW",24,Belgium,Serie A Enilive,SSC Napoli,"Flair, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cyril-ngonge/246457,,,,,
2478,2882,Jens Odgaard,73,73,73,68,72,42,77,72,73,73,72,78,74,73,59,70,67,58,71,62,67,73,67,65,74,72,69,32,72,45,39,28,84,82,79,65,ST,3,3,Left,"188cm / 6'2""",80kg / 176lb,RW,25,Denmark,Serie A Enilive,Bologna,Power Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jens-odgaard/234671,,,,,
2488,2882,Divock Origi,73,71,72,66,72,27,72,65,76,73,70,79,70,70,65,65,69,51,72,59,54,72,66,52,74,75,74,28,73,16,24,18,81,63,77,69,ST,4,4,Right,"189cm / 6'2""",88kg / 194lb,,29,Belgium,Serie A Enilive,Milano FC,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/divock-origi/213135,,,,,
2498,2882,Martín Payero,73,70,65,73,76,63,73,70,70,70,59,78,67,59,61,75,66,75,76,72,69,78,72,68,73,76,76,65,62,62,65,61,75,73,75,69,CM,2,3,Right,"182cm / 6'0""",78kg / 172lb,CDM,26,Argentina,Serie A Enilive,Udinese,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-payero/240970,,,,,
2499,2882,Marcus Holmgren Pedersen,73,89,49,68,72,65,68,89,89,70,48,51,42,46,53,65,74,44,69,68,67,74,80,74,65,68,63,66,38,65,70,71,66,85,64,55,RM,4,3,Right,"183cm / 6'0""",76kg / 168lb,"LM, RB, RW",24,Norway,Serie A Enilive,Torino,"Jockey, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcus-holmgren-pedersen/243481,,,,,
2513,2882,Andrea Petagna,73,47,73,67,72,35,78,35,56,75,74,79,63,68,78,72,60,50,74,62,59,74,42,67,69,80,75,24,73,40,30,21,77,61,93,63,ST,3,3,Left,"190cm / 6'3""",85kg / 187lb,,29,Italy,Serie A Enilive,Monza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-petagna/215689,,,,,
2517,2882,Andrea Pinamonti,73,70,75,53,71,27,71,71,69,73,76,79,71,74,78,45,48,54,64,42,65,70,68,73,72,75,62,16,75,15,30,24,82,79,73,55,ST,3,3,Right,"188cm / 6'2""",72kg / 159lb,,25,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-pinamonti/235842,,,,,
2536,2882,Amir Richardson,73,73,64,69,72,67,74,63,81,69,63,72,63,55,43,74,54,43,76,72,69,74,67,54,71,74,74,71,58,66,70,63,70,77,73,72,CM,3,3,Left,"195cm / 6'5""",79kg / 174lb,CDM,22,Morocco,Serie A Enilive,Fiorentina,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/amir-richardson/262236,,,,,
2551,2882,Matteo Ruggeri,73,67,57,70,70,70,72,64,69,75,59,69,40,53,35,59,76,50,75,74,69,72,51,57,72,75,61,69,65,70,72,72,70,82,67,70,LM,3,3,Left,"187cm / 6'2""",79kg / 174lb,LW,22,Italy,Serie A Enilive,Bergamo Calcio,Whipped Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matteo-ruggeri/259584,,,,,
2556,2882,Abdelhamid Sabiri,73,59,71,71,75,59,74,68,51,70,68,80,79,41,58,73,65,73,74,65,77,77,77,63,72,76,70,56,68,52,65,58,77,74,76,68,CAM,4,3,Right,"186cm / 6'1""",80kg / 176lb,"CM, ST",27,Morocco,Serie A Enilive,Fiorentina,"Flair, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/abdelhamid-sabiri/237499,,,,,
2572,2882,Simone Scuffet,73,73,71,65,76,50,72,50,50,12,20,49,16,20,18,35,20,22,34,36,20,14,60,45,71,22,61,20,18,15,24,18,67,40,65,35,GK,2,1,Right,"193cm / 6'4""",77kg / 170lb,,28,Italy,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simone-scuffet/220048,73,71,65,72,76
2573,2882,Zito Luvumbo,73,87,70,66,78,46,66,92,83,74,71,76,65,66,62,65,71,45,70,54,72,79,89,89,75,75,65,46,58,44,45,44,77,66,62,71,ST,3,3,Left,"171cm / 5'7""",65kg / 143lb,"LM, RM",22,Angola,Serie A Enilive,Cagliari,"Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zito-luvumbo/259011,,,,,
2590,2882,Ola Solbakken,73,81,69,66,73,37,69,80,82,74,73,68,65,51,61,66,67,50,70,60,66,72,82,71,65,74,66,44,40,39,32,28,64,83,66,58,RM,4,3,Left,"189cm / 6'2""",82kg / 181lb,"RW, LW",26,Norway,Serie A Enilive,Empoli,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ola-solbakken/242090,,,,,
2609,2882,Jackson Tchatchoua,73,88,56,62,72,66,79,84,91,64,56,67,48,44,55,54,73,42,66,54,58,74,74,74,65,71,59,64,56,64,70,69,81,85,78,75,RB,3,3,Right,"186cm / 6'1""",76kg / 168lb,"RM, LM",23,Cameroon,Serie A Enilive,Hellas Verona,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jackson-tchatchoua/262937,,,,,
2647,2882,Nicolas Viola,73,47,72,78,75,58,61,62,35,70,68,76,76,70,82,76,81,80,77,76,84,75,68,74,64,79,74,62,63,56,56,54,67,45,63,72,CAM,2,3,Left,"180cm / 5'11""",77kg / 170lb,,34,Italy,Serie A Enilive,Cagliari,"Dead Ball, Incisive Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-viola/173160,,,,,
2704,3521,Tommaso Augello,72,72,55,68,71,67,59,70,74,65,49,64,57,62,48,62,79,58,68,63,75,70,75,77,67,72,69,70,59,66,69,67,61,75,50,62,LB,2,3,Left,"180cm / 5'11""",70kg / 154lb,LM,30,Italy,Serie A Enilive,Cagliari,Whipped Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tommaso-augello/240100,,,,,
2711,3521,Lameck Banda,72,88,66,60,77,30,43,88,88,70,65,66,63,73,66,55,65,49,62,56,65,82,76,86,70,72,65,25,48,22,35,28,56,58,35,41,LW,4,3,Right,"162cm / 5'4""",69kg / 152lb,LM,23,Zambia,Serie A Enilive,Lecce,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lameck-banda/271197,,,,,
2714,3521,Federico Barba,72,68,31,60,62,73,74,69,68,27,21,49,31,35,45,50,66,29,67,62,50,59,69,47,70,63,68,72,71,75,73,69,81,69,77,72,CB,3,2,Left,"185cm / 6'1""",80kg / 176lb,,31,Italy,Serie A Enilive,Como,"Block, Intercept, Long Ball Pass, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/federico-barba/211557,,,,,
2730,3521,Adrian Benedyczak,72,88,71,65,69,32,76,91,86,68,73,73,67,59,81,65,67,44,69,60,62,72,67,59,64,69,53,29,70,33,24,24,89,76,80,63,LM,3,3,Right,"191cm / 6'3""",78kg / 172lb,"ST, RM, LW",23,Poland,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adrian-benedyczak/243154,,,,,
2755,3521,Matthias Braunöder,72,80,58,71,76,65,62,84,76,62,45,68,74,65,54,70,67,66,75,70,69,73,88,87,73,75,72,67,46,66,69,67,56,92,43,71,CM,3,3,Right,"174cm / 5'9""",67kg / 148lb,CDM,22,Austria,Serie A Enilive,Como,"Anticipate, Relentless",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matthias-braunoder/258505,,,,,
2769,3521,Liberato Cacace,72,71,60,66,69,68,76,72,71,71,59,62,59,51,55,65,64,59,70,60,65,69,68,75,68,68,72,66,65,68,71,70,78,82,75,70,LB,4,3,Left,"184cm / 6'0""",81kg / 179lb,LM,23,New Zealand,Serie A Enilive,Empoli,"Long Throw, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/liberato-cacace/242429,,,,,
2772,3521,Matteo Cancellieri,72,79,69,69,77,38,59,76,81,65,64,74,77,70,67,65,69,70,71,65,76,79,81,80,66,77,64,33,55,31,42,41,71,48,64,59,LW,3,4,Left,"180cm / 5'11""",79kg / 174lb,"CAM, LM",22,Italy,Serie A Enilive,Parma,"Rapid, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matteo-cancellieri/263929,,,,,
2773,3521,Antonio Candela,72,84,54,64,67,66,75,84,84,55,50,64,52,53,52,60,71,50,65,62,66,66,75,64,66,67,63,67,60,66,68,65,81,81,74,67,RB,3,2,Right,"185cm / 6'1""",74kg / 163lb,,24,Italy,Serie A Enilive,Venezia,Whipped Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/antonio-candela/252315,,,,,
2787,3521,Leandro Chichizola,72,70,70,69,72,51,74,49,54,14,16,52,17,14,25,42,11,14,30,29,15,17,64,44,67,13,57,16,17,15,12,11,59,31,52,15,GK,3,1,Right,"185cm / 6'1""",80kg / 176lb,,34,Argentina,Serie A Enilive,Parma,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leandro-chichizola/191628,70,70,69,74,72
2822,3521,Lorenzo De Silvestri,72,63,67,71,68,71,73,59,67,77,66,72,70,58,52,65,76,62,74,68,66,67,65,59,71,70,72,69,76,69,71,71,82,66,77,70,RB,3,2,Right,"186cm / 6'1""",84kg / 185lb,RM,36,Italy,Serie A Enilive,Bologna,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lorenzo-de-silvestri/170320,,,,,
2826,3521,Koni De Winter,72,67,39,57,66,73,71,65,69,48,29,52,44,41,49,42,59,34,66,64,51,66,62,54,73,68,64,71,72,72,75,74,79,66,75,63,CB,3,2,Right,"191cm / 6'3""",75kg / 165lb,RB,22,Belgium,Serie A Enilive,Genoa,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/koni-de-winter/265774,,,,,
2834,3521,Gianluca Di Chiara,72,78,54,70,68,64,77,74,81,55,43,73,71,29,34,65,78,72,70,63,79,67,66,63,63,71,68,64,58,64,66,68,77,84,79,62,LB,2,3,Left,"186cm / 6'1""",78kg / 172lb,,30,Italy,Serie A Enilive,Parma,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gianluca-di-chiara/216799,,,,,
2852,3521,Jurgen Ekkelenkamp,72,65,69,71,72,62,79,69,62,77,68,73,68,64,55,71,66,68,74,70,70,74,69,57,73,72,70,59,66,62,63,65,77,87,77,72,CAM,3,3,Right,"188cm / 6'2""",74kg / 163lb,"CM, CDM",24,Holland,Serie A Enilive,Udinese,"Incisive Pass, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jurgen-ekkelenkamp/243249,,,,,
2857,3521,Martin Erlić,72,55,34,46,53,73,71,42,66,31,29,55,22,33,49,33,31,28,60,58,32,52,34,39,70,56,72,71,74,71,75,73,74,48,80,78,CB,2,2,Right,"192cm / 6'4""",88kg / 194lb,,26,Croatia,Serie A Enilive,Bologna,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-erlic/244456,,,,,
2859,3521,Sebastiano Esposito,72,73,73,72,74,35,63,75,71,75,74,75,72,70,69,65,76,84,72,70,75,75,76,70,65,76,64,30,65,24,40,35,75,66,67,45,ST,5,4,Right,"183cm / 6'0""",73kg / 161lb,CAM,22,Italy,Serie A Enilive,Empoli,"Dead Ball, Finesse Shot, Incisive Pass, Technical, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastiano-esposito/247888,,,,,
2860,3521,Nahuel Estévez,72,68,70,74,73,67,67,70,67,65,70,74,67,68,66,71,72,75,76,75,70,72,79,69,68,75,68,67,60,68,70,65,66,78,58,74,CDM,3,3,Right,"181cm / 5'11""",77kg / 170lb,CM,28,Argentina,Serie A Enilive,Parma,"Anticipate, Flair, Intercept, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nahuel-estevez/240992,,,,,
2892,3521,Kialonda Gaspar,72,64,30,40,54,72,81,63,64,27,25,48,20,30,47,30,32,29,53,44,29,54,41,37,67,58,62,65,70,75,75,73,82,69,90,75,CB,2,2,Right,"193cm / 6'4""",88kg / 194lb,,26,Angola,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kialonda-gaspar/275783,,,,,
2896,3521,Lautaro Giannetti,72,65,34,53,55,72,76,63,66,30,31,49,29,27,39,57,35,28,65,59,33,47,49,56,66,65,66,73,68,72,74,72,78,68,81,74,CB,4,2,Right,"185cm / 6'1""",80kg / 176lb,,30,Argentina,Serie A Enilive,Udinese,"Aerial, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lautaro-giannetti/215147,,,,,
2901,3521,Edoardo Goldaniga,72,53,34,50,56,73,76,51,55,28,26,50,38,26,38,37,44,33,61,58,38,50,65,47,69,58,66,72,71,73,74,70,77,66,81,75,CB,3,2,Right,"188cm / 6'2""",79kg / 174lb,,30,Italy,Serie A Enilive,Como,Long Ball Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/edoardo-goldaniga/223524,,,,,
2962,3521,Yann Karamoh,72,77,68,67,74,31,59,78,77,71,68,69,69,66,65,70,68,51,69,65,67,76,72,65,68,75,72,29,65,23,31,26,74,62,60,50,LM,4,4,Right,"185cm / 6'1""",80kg / 176lb,"ST, RM, LW",26,France,Serie A Enilive,Torino,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yann-karamoh/231826,,,,,
2966,3521,Marc-Oliver Kempf,72,72,41,56,61,72,77,71,72,28,30,64,46,30,52,53,43,39,64,70,36,59,62,64,67,63,63,72,74,71,73,72,86,73,81,71,CB,4,2,Left,"186cm / 6'1""",87kg / 192lb,,29,Germany,Serie A Enilive,Como,"Aerial, Block, Bruiser, Jockey, Power Header, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marc-oliver-kempf/210719,,,,,
3005,3521,Lorenzo Lucca,72,57,73,59,64,32,80,43,68,74,72,85,67,64,68,54,57,66,64,55,56,68,36,34,68,71,67,25,74,29,31,18,79,63,91,73,ST,3,2,Right,"201cm / 6'7""",80kg / 176lb,,24,Italy,Serie A Enilive,Udinese,"Aerial, Power Header, Power Shot",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lorenzo-lucca/268474,,,,,
3016,3521,Youssef Maleh,72,61,65,73,72,66,64,66,57,72,65,68,58,70,64,73,70,63,77,73,76,71,74,74,69,74,73,68,51,68,69,66,60,75,58,68,CM,3,3,Left,"177cm / 5'10""",74kg / 163lb,,26,Morocco,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/youssef-maleh/236838,,,,,
3020,3521,Christos Mandas,72,75,70,71,78,23,69,22,25,7,8,53,5,7,18,28,11,12,30,20,12,12,39,34,60,18,31,14,10,5,10,12,45,23,45,19,GK,3,1,Right,"189cm / 6'2""",73kg / 161lb,,22,Greece,Serie A Enilive,Latium,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christos-mandas/278032,75,70,71,69,78
3026,3521,Aarón,72,52,54,72,75,71,64,66,41,64,43,69,65,45,46,64,78,85,74,65,82,74,77,75,71,76,70,72,63,71,72,70,68,74,61,59,LB,3,3,Left,"178cm / 5'10""",70kg / 154lb,LM,27,Spain,Serie A Enilive,Genoa,"Dead Ball, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aaron/236295,,,,,
3031,3521,Adam Masina,72,64,42,66,67,73,61,58,68,58,30,63,46,37,31,60,73,35,69,70,64,68,63,35,68,72,72,71,73,71,75,76,74,33,70,72,CB,3,3,Left,"191cm / 6'3""",87kg / 192lb,LB,30,Morocco,Serie A Enilive,Torino,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/adam-masina/225410,,,,,
3036,3521,Pasquale Mazzocchi,72,76,59,72,73,67,69,75,76,68,58,63,57,58,58,68,75,59,73,73,69,74,69,67,64,75,66,68,59,67,69,69,72,69,68,71,RM,3,3,Right,"180cm / 5'11""",74kg / 163lb,"LM, RB, RW",29,Italy,Serie A Enilive,SSC Napoli,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pasquale-mazzocchi/239679,,,,,
3052,3521,Valentin Mihăilă,72,92,65,65,72,33,59,93,92,66,67,67,59,63,58,65,64,45,68,63,66,72,85,77,63,70,67,25,42,37,30,35,62,83,52,45,LM,3,3,Right,"180cm / 5'11""",71kg / 157lb,LW,24,Romania,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valentin-mihaila/248060,,,,,
3099,3521,Yordan Osorio,72,51,31,45,51,72,81,55,48,30,25,40,30,35,40,33,33,32,62,48,31,44,45,41,68,59,67,72,70,71,73,72,77,76,85,77,CB,2,2,Right,"186cm / 6'1""",80kg / 176lb,,30,Venezuela,Serie A Enilive,Parma,"Aerial, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yordan-osorio/237297,,,,,
3102,3521,Rémi Oudin,72,63,70,72,74,33,63,64,63,74,68,73,73,69,68,72,72,69,73,68,80,73,74,67,74,75,74,26,66,37,27,23,70,72,67,42,RW,3,3,Left,"185cm / 6'1""",79kg / 174lb,"LW, CAM, RM",27,France,Serie A Enilive,Lecce,Finesse Shot,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/remi-oudin/233265,,,,,
3135,3521,Carlo Pinsoglio,72,72,71,62,74,42,73,43,41,11,11,47,6,8,22,35,13,18,24,28,11,18,33,40,61,22,63,18,13,20,12,13,61,34,60,32,GK,2,1,Left,"194cm / 6'4""",85kg / 187lb,,34,Italy,Serie A Enilive,Juventus,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carlo-pinsoglio/189342,72,71,62,73,74
3143,3521,Matteo Prati,72,59,65,72,71,69,68,59,59,66,59,74,70,66,56,74,69,58,75,74,70,70,67,63,70,74,72,72,67,68,70,68,68,74,66,65,CDM,3,3,Right,"185cm / 6'1""",75kg / 165lb,CM,20,Italy,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matteo-prati/272725,,,,,
3150,3521,Ionuț Andrei Radu,72,76,68,70,76,40,70,42,38,9,18,53,17,16,15,37,13,15,24,24,16,15,43,40,64,17,43,14,16,12,19,15,60,32,58,22,GK,2,1,Right,"188cm / 6'2""",70kg / 154lb,,27,Romania,Serie A Enilive,Lombardia FC,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ionut-andrei-radu/234102,76,68,70,70,76
3205,3521,Eldor Shomurodov,72,76,70,64,73,39,66,80,72,72,71,73,66,73,65,67,59,53,68,58,66,74,75,70,65,75,68,39,72,37,34,31,82,63,69,59,ST,4,3,Right,"190cm / 6'3""",76kg / 168lb,,29,Uzbekistan,Serie A Enilive,AS Roma,"Chip Shot, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eldor-shomurodov/239964,,,,,
3224,3521,Brenner,72,77,71,63,76,32,54,75,78,76,75,70,65,68,66,63,57,60,68,59,60,77,78,75,72,77,70,24,65,29,32,22,70,63,55,35,ST,3,3,Right,"175cm / 5'9""",70kg / 154lb,,24,Brazil,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brenner/240332,,,,,
3244,3521,Casper Tengstedt,72,83,70,63,68,36,71,82,83,76,72,72,65,65,59,62,62,60,68,52,64,66,77,74,73,68,63,34,66,38,28,28,83,74,75,54,ST,3,3,Right,"184cm / 6'0""",79kg / 174lb,,24,Denmark,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/casper-tengstedt/257920,,,,,
3245,3521,Florian Thauvin,72,64,75,73,77,45,65,71,58,71,70,82,80,75,78,73,72,69,74,67,84,77,80,72,69,78,80,48,68,43,40,38,74,67,67,56,ST,3,4,Left,"181cm / 5'11""",77kg / 170lb,,31,France,Serie A Enilive,Udinese,"Finesse Shot, Technical",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/florian-thauvin/204970,,,,,
3247,3521,Morten Thorsby,72,55,62,69,71,72,78,62,50,71,62,69,60,55,49,69,68,48,73,72,56,70,64,66,74,74,73,73,83,68,73,66,84,83,73,81,CM,3,2,Right,"189cm / 6'2""",79kg / 174lb,,28,Norway,Serie A Enilive,Genoa,"Block, Power Header, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/morten-thorsby/222475,,,,,
3255,3521,Isaak Touré,72,66,30,51,55,69,84,62,69,41,29,39,19,27,41,54,42,24,61,47,38,49,52,35,67,65,66,69,66,68,71,67,81,68,92,84,CB,3,2,Left,"206cm / 6'9""",98kg / 216lb,,21,France,Serie A Enilive,Udinese,"Block, Bruiser",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/isaak-toure/258972,,,,,
3269,3521,Emanuele Valeri,72,67,65,69,72,69,53,69,66,69,64,68,67,65,56,63,74,74,70,65,67,74,67,68,72,72,61,67,56,70,74,72,53,71,39,65,LB,3,3,Left,"180cm / 5'11""",78kg / 172lb,LM,25,Italy,Serie A Enilive,Parma,"Slide Tackle, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emanuele-valeri/258714,,,,,
